Date,Streamflow,Rain,Tmax,Tmin,Tavg
8/3/1995,4.34,0.9984179465,30.95709907,22.2992879,26.62819348
8/4/1995,3.46,4.529189892,30.23909646,22.18651358,26.21280502
8/5/1995,3.92,0.05346400228,31.07896874,22.51863981,26.79880428
8/6/1995,3.24,0,33.27716114,22.11844839,27.69780476
8/7/1995,2.81,0.8832973671,33.08000183,22.6938678,27.88693482
8/8/1995,2.61,2.304689587,31.75167859,22.2829007,27.01728965
8/9/1995,2.61,0,30.71522873,22.42651509,26.57087191
8/10/1995,2.23,0.4020633745,31.93071181,22.7454836,27.33809771
8/11/1995,2.23,0,33.07432585,23.21386826,28.14409706
8/12/1995,2.05,1.664131428,33.64335691,22.6774806,28.16041876
8/13/1995,2.05,0.34164732,31.48819314,22.47567495,26.98193404
8/14/1995,2.42,0,32.28800057,21.77296441,27.03048249
8/15/1995,1.71,0,32.38800252,21.7448362,27.06641936
8/16/1995,1.4,0,32.64897017,22.6566425,27.65280633
8/17/1995,1.25,0,32.24974426,22.68573814,27.4677412
8/18/1995,1.11,5.92111711,33.13432376,23.41212459,28.27322417
8/19/1995,1.04,2.952922332,32.86058564,23.87393204,28.36725884
8/20/1995,0.98,4.82174945,33.43690837,22.39548322,27.91619579
8/21/1995,1.2,0.02407030652,32.79974349,22.70657798,27.75316074
8/22/1995,0.98,0.694635029,32.86884317,23.14109468,28.00496893
8/23/1995,0.7,0,33.27877752,23.27941549,28.2790965
8/24/1995,0.74,0.03230079842,33.58800328,23.02031857,28.30416093
8/25/1995,0.63,0.2688360197,33.67064938,23.88309289,28.77687114
8/26/1995,0.63,3.629812477,34.246131,23.49012781,28.86812941
8/27/1995,1.71,0,33.135037,23.22748158,28.18125929
8/28/1995,1.55,9.718095727,32.08600328,21.99470815,27.04035572
8/29/1995,1.55,4.463543187,30.71703536,21.63386834,26.17545185
8/30/1995,44.97,46.69450031,28.78774639,21.58296561,25.185356
8/31/1995,53.1,19.28002828,29.07239152,21.85025456,25.46132304
9/1/1995,26.25,2.219555223,29.789745,22.12664199,25.95819349
9/2/1995,91.28,15.45985302,28.23136019,22.25025592,25.24080805
9/3/1995,29.4,3.18511053,29.15896866,22.1402553,25.64961198
9/4/1995,20.94,0,29.17361316,20.61309261,24.89335289
9/5/1995,15.14,0.2568850429,31.25167859,20.85832012,26.05499935
9/6/1995,11.01,0.07023996014,30.60697081,20.97580299,25.7913869
9/7/1995,11.23,0.2482276032,31.70271054,21.3548349,26.52877272
9/8/1995,8.63,0,31.89348651,20.75657895,26.32503273
9/9/1995,7.14,0,32.38987152,21.56393258,26.97690205
9/10/1995,5.18,0,33.14174365,22.75935109,27.95054737
9/11/1995,5.61,2.304949127,33.14916041,22.48935237,27.81925639
9/12/1995,6.1,11.10962513,31.85361347,21.56754566,26.71057957
9/13/1995,7.3,5.229920896,30.63529274,22.33754439,26.48641856
9/14/1995,7.31,20.64435436,29.68793799,21.8775453,25.78274165
9/15/1995,54.54,4.4090415,30.5870984,22.24851149,26.41780494
9/16/1995,20.89,3.06032329,30.85613144,22.43180694,26.64396919
9/17/1995,19.7,15.1022429,29.83774754,22.17477066,26.0062591
9/18/1995,32.38,0.8997402545,29.33871479,22.55206178,25.94538828
9/19/1995,14.43,1.667339738,30.62064824,21.85477096,26.2377096
9/20/1995,16.18,0,30.76064763,22.50670508,26.63367636
9/21/1995,10.9,0,32.84348554,22.10947935,27.47648244
9/22/1995,9.44,0,33.12993523,22.39947853,27.76470688
9/23/1995,8.63,0,32.44541852,21.34941518,26.89741685
9/24/1995,6.02,0,32.37806657,21.64302919,27.01054788
9/25/1995,5.99,0.9706242752,32.04380425,22.00296569,27.02338497
9/26/1995,5.16,0.04068658263,32.422902,22.197545,27.3102235
9/27/1995,4.68,0,33.22542077,21.65483604,27.44012841
9/28/1995,3.68,0,34.10903162,21.85928737,27.9841595
9/29/1995,3.85,0,34.16716399,22.4993526,28.3332583
9/30/1995,2.81,0.3299953558,33.75,21.99199821,27.8709991
10/1/1995,2.61,0.04559240895,32.9380021,21.80844875,27.37322542
10/2/1995,2.42,0,33.24251774,22.08031804,27.66141789
10/3/1995,2.23,0,33.75535752,21.34561185,27.55048468
10/4/1995,1.94,0,34.51354955,21.27657767,27.89506361
10/5/1995,1.85,0,34.4652911,21.07019167,27.76774139
10/6/1995,1.58,0,34.36619577,20.88651417,27.62635497
10/7/1995,1.51,0,34.07613248,21.10006432,27.5880984
10/8/1995,1.4,0,34.25426066,20.42554784,27.33990425
10/9/1995,1.25,0.2527922781,33.04974349,20.64676858,26.84825604
10/10/1995,2.13,33.31851762,30.88226312,21.71999931,26.30113122
10/11/1995,11.49,17.14744176,29.84800177,22.65464407,26.25132292
10/12/1995,10.76,5.873284519,29.39877819,21.89283721,25.6458077
10/13/1995,9.86,3.699023039,29.68781012,22.15916047,25.92348529
10/14/1995,22.85,4.286785354,30.72613227,22.19554639,26.46083933
10/15/1995,59.37,7.433993399,31.08703429,21.09025433,26.08864431
10/16/1995,116.8,2.159556395,29.71251896,21.25832164,25.4854203
10/17/1995,71.01,27.28005747,29.88323037,21.48825725,25.68574381
10/18/1995,193.1,48.87990469,28.0139426,21.45909594,24.73651927
10/19/1995,1990.39,110.8412366,25.95491039,20.99012781,23.4725191
10/20/1995,199.5,73.47810395,26.48626981,19.31199808,22.89913394
10/21/1995,92.39,0.5214891734,26.83032921,19.92128544,23.37580733
10/22/1995,81,10.16692261,27.78948909,20.30483566,24.04716237
10/23/1995,61.8,0.2439642035,29.6432306,21.26019204,25.45171132
10/24/1995,50.81,0.08960365717,30.65342263,20.39386856,25.5236456
10/25/1995,44.26,0.5877120177,30.18426079,19.45567466,24.81996773
10/26/1995,37.47,0,29.97426171,18.06651448,24.02038809
10/27/1995,32.4,0,29.97155176,16.87838451,23.42496814
10/28/1995,28.81,0,29.87148745,16.50031812,23.18590278
10/29/1995,28.24,0,30.28793837,17.21483551,23.75138694
10/30/1995,21.05,0,30.77251842,17.03767302,23.90509572
10/31/1995,19.94,0,31.35342166,17.18754477,24.27048322
11/1/1995,18.47,0,30.79516472,17.34386742,24.06951607
11/2/1995,16.71,0,30.36058407,16.39760961,23.37909684
11/3/1995,15.37,0,30.55516495,15.6721256,23.11364528
11/4/1995,10.9,0,30.30516495,15.33760928,22.82138711
11/5/1995,10.64,0,30.25245403,14.586578,22.41951602
11/6/1995,13.16,0,29.57058489,14.06657841,21.81858165
11/7/1995,8.85,0,29.62516464,13.29844861,21.46180663
11/8/1995,12.42,0,29.28245454,13.48109475,21.38177465
11/9/1995,9.93,0,30.03800231,17.19477112,23.61638671
11/10/1995,9.43,0,31.17432467,16.91180648,24.04306557
11/11/1995,9,0,31.9071622,17.80309297,24.85512759
11/12/1995,9.63,0,31.65155207,18.23580322,24.94367764
11/13/1995,8.27,0,31.7378752,16.97561101,24.3567431
11/14/1995,6.65,0,31.79058421,15.59277403,23.69167912
11/15/1995,6.25,0,30.93148708,13.13935199,22.03541954
11/16/1995,5.99,0,30.42961825,12.78573852,21.60767839
11/17/1995,4.95,0,30.08058512,13.97683331,22.02870922
11/18/1995,4.57,0,30.71432542,17.53496308,24.12464425
11/19/1995,3.95,0,30.33426232,16.71038304,23.52232268
11/20/1995,4.06,0,30.53703506,16.59767257,23.56735381
11/21/1995,3.77,0,30.48787503,16.65006355,23.56896929
11/22/1995,3.4,0,30.60703475,17.97012736,24.28858105
11/23/1995,3.33,1.456636656,30.41496241,19.60767272,25.01131756
11/24/1995,4.5,0.6505761543,28.3554201,18.44218922,23.39880466
11/25/1995,4.07,0,29.63916018,16.32916054,22.98416036
11/26/1995,3.73,0,29.22426171,14.85187008,22.03806589
11/27/1995,3.29,0,29.95793845,15.48825716,22.7230978
11/28/1995,2.95,0,30.62968105,17.78903349,24.20935727
11/29/1995,2.8,0,30.16342113,18.99206232,24.57774172
11/30/1995,2.42,0,30.91323088,17.83464437,24.37393763
12/1/1995,2.35,0,31.11781042,17.81825717,24.4680338
12/2/1995,2.26,0,30.71594007,17.89993568,24.30793787
12/3/1995,2.05,0,30.68871343,17.30206178,23.99538761
12/4/1995,1.81,0,30.71877788,16.94664168,23.83270978
12/5/1995,1.34,0,31.2007121,16.93593012,24.06832111
12/6/1995,1.24,0,31.13052042,16.68019038,23.9053554
12/7/1995,1.11,0,30.2134221,14.02619553,22.11980882
12/8/1995,1.01,0,29.17413443,12.0909674,20.63255092
12/9/1995,0.86,0,28.45510063,11.52187007,19.98848535
12/10/1995,1.15,0,29.23703582,12.0012223,20.61912906
12/11/1995,1.12,0,29.703294,13.10477183,21.40403292
12/12/1995,0.78,0,29.38690739,12.50735431,20.94713085
12/13/1995,0.7,0,29.92974439,12.60844807,21.26909623
12/14/1995,0.81,0,30.10890532,13.51767265,21.81328898
12/15/1995,0.92,0,30.07697186,13.84832084,21.96264635
12/16/1995,0.56,0,30.30058444,14.03264652,22.16661548
12/17/1995,0.28,0,30.76052149,14.21458046,22.48755098
12/18/1995,0.24,0,31.34419844,14.23006356,22.787131
12/19/1995,0.24,0,30.3996815,14.34664217,22.37316184
12/20/1995,0,0,30.55155169,13.87657797,22.21406483
12/21/1995,0,0,30.25148851,14.03019163,22.14084007
12/22/1995,0,0,30.69239046,14.75477145,22.72358095
12/23/1995,0,0,30.99335885,14.40464407,22.69900146
12/24/1995,0,0,30.96793868,14.55863986,22.76328927
12/25/1995,0,0,31.17058528,14.91876748,23.04467638
12/26/1995,0,0,28.73896858,15.46238061,22.1006746
12/27/1995,0,0,29.03968106,14.80012728,21.91990417
12/28/1995,0,0,29.30606826,15.0148357,22.16045198
12/29/1995,0,0,29.29787466,15.52206205,22.40996836
12/30/1995,0,0,29.0998084,15.69651459,22.3981615
12/31/1995,0,0,30.02155117,16.0104463,23.01599874
1/1/1996,0,0,29.82697186,15.94270953,22.88484069
1/2/1996,0,0,29.59716256,15.81187003,22.7045163
1/3/1996,0,0,29.35594136,15.69451607,22.52522872
1/4/1996,0,0,29.79787466,15.34806579,22.57297023
1/5/1996,0,0,29.73510132,15.69987272,22.71748702
1/6/1996,0,0,30.51232795,16.43000031,23.47116413
1/7/1996,0,0,30.44491016,16.22258312,23.33374664
1/8/1996,0,0,30.74503744,16.03664184,23.39083964
1/9/1996,0,0,30.80865016,15.53103101,23.16984058
1/10/1996,0,0,30.26949036,16.4109671,23.34022873
1/11/1996,0,0,30.35697081,16.21838466,23.28767774
1/12/1996,0,0,30.58884092,16.85187095,23.72035593
1/13/1996,0,0,30.80413376,16.38819293,23.59616335
1/14/1996,0,0,31.42510168,15.96554685,23.69532426
1/15/1996,0,0,31.34768383,16.83418713,24.09093548
1/16/1996,0,0,30.87064824,16.93070221,23.90067522
1/17/1996,0,0,30.15703589,16.81050956,23.48377273
1/18/1996,0,0,31.1862594,16.44141377,23.81383659
1/19/1996,0,0,32.18071355,16.52179583,24.35125469
1/20/1996,0,0,32.27800225,15.89902293,24.08851259
1/21/1996,0,0,32.13077634,16.1745054,24.15264087
1/22/1996,0,0,31.63896994,16.49773621,24.06835308
1/23/1996,0,0,31.69884153,16.4072899,24.05306572
1/24/1996,0,0,31.52064786,15.12625898,23.32345342
1/25/1996,0,0,30.36606773,14.38367722,22.37487248
1/26/1996,0,0,31.61968082,14.54729033,23.08348557
1/27/1996,0,0,32.29503685,15.61006368,23.95255026
1/28/1996,0,0,32.3320719,16.47283713,24.40245452
1/29/1996,0,0,31.88755653,16.24083915,24.06419784
1/30/1996,0,0,32.21955489,16.3863863,24.3029706
1/31/1996,0,0,32.9033587,16.88916018,24.89625944
2/1/1996,0,0,33.13155161,17.45586647,25.29370904
2/2/1996,0,0,33.64445376,17.71689615,25.68067496
2/3/1996,0,0,32.4489694,17.34231671,24.89564305
2/4/1996,0,0,32.43884321,17.69489899,25.0668711
2/5/1996,0,0,32.35251835,17.85025456,25.10138645
2/6/1996,0,0,32.74264561,18.35670547,25.54967554
2/7/1996,0,0,32.49445224,16.68651358,24.59048291
2/8/1996,0,0,32.13619623,17.69206117,24.9141287
2/9/1996,0,0,31.97806504,17.39876702,24.68841603
2/10/1996,0,0,30.57232759,16.91992489,23.74612624
2/11/1996,0,0,30.52961673,15.04063793,22.78512733
2/12/1996,0,0,30.51335757,15.95857641,23.23596699
2/13/1996,0,0,30.57968181,16.65857544,23.61912862
2/14/1996,0,0,32.04606786,17.8029651,24.92451648
2/15/1996,0,0,32.41703612,19.66954275,26.04328944
2/16/1996,0,0,32.75806729,19.74154105,26.24980417
2/17/1996,0,0,32.72354864,18.99496233,25.85925549
2/18/1996,0,0,33.2172256,19.24031962,26.22877261
2/19/1996,0,0,33.86709891,18.16302791,26.01506341
2/20/1996,0,0,34.93980873,18.88418645,26.91199759
2/21/1996,0,0,35.31903418,17.77238095,26.54570756
2/22/1996,0,0,35.54271069,17.48147689,26.51209379
2/23/1996,0,0,36.08903464,18.74780015,27.41841739
2/24/1996,0,0,37.23722606,19.07792795,28.157577
2/25/1996,0,0,36.35729084,19.96508969,28.16119026
2/26/1996,0,0,36.15993747,19.28309251,27.72151499
2/27/1996,0,0,34.42361143,18.22141272,26.32251208
2/28/1996,0,0,34.51071156,19.13683229,26.82377193
2/29/1996,0,0,35.61523026,18.78128605,27.19825815
3/1/1996,0,0,35.97684378,17.65451619,26.81567999
3/2/1996,0,0,35.85768215,18.89993568,27.37880892
3/3/1996,0,1.029793615,35.66051938,18.97973419,27.32012678
3/4/1996,0,0,34.27722663,17.61225323,25.94473993
3/5/1996,0,0,33.79619608,17.15115885,25.47367746
3/6/1996,0,0,34.50245403,16.54573875,25.52409639
3/7/1996,0,0,35.0561944,17.02109384,26.03864412
3/8/1996,0,0,35.77968066,17.42657729,26.60312898
3/9/1996,0,0,36.34961833,18.97586693,27.66274263
3/10/1996,0,0,36.87039406,19.15006355,28.01022881
3/11/1996,0,0,36.84774586,19.45529244,28.15151915
3/12/1996,0,0,37.6369715,19.75922479,28.69809814
3/13/1996,0,0,38.33594091,20.6578751,29.496908
3/14/1996,0,0,38.76052132,21.47999954,30.12026043
3/15/1996,0,0,38.6741968,21.82896874,30.25158277
3/16/1996,0,0,39.09871484,21.87148745,30.48510114
3/17/1996,0,0,38.09058518,21.75697043,29.92377781
3/18/1996,0,0,37.99638674,21.13613212,29.56625943
3/19/1996,0,0,36.05781078,20.86774631,28.46277855
3/20/1996,0,0,35.52606775,20.35793807,27.94200291
3/21/1996,0,0,38.34251968,21.76361332,30.0530665
3/22/1996,0,0,38.93709861,22.71516479,30.8261317
3/23/1996,0,0,39.28709743,22.37155155,30.82932449
3/24/1996,0,0,39.23613233,22.0827738,30.65945307
3/25/1996,0,0,39.57781124,22.46470747,31.02125935
3/26/1996,0,0,40.07587674,23.28096794,31.67842234
3/27/1996,0,0,40.90509949,22.57496226,31.74003087
3/28/1996,0,0,40.91529152,22.8554201,31.88535581
3/29/1996,0,0,41.23529156,23.71167958,32.47348557
3/30/1996,0,0,41.27354787,24.21154037,32.74254412
3/31/1996,0,0,40.50961818,24.47135052,32.49048435
4/1/1996,0,0,39.63800252,21.63805545,30.63802899
4/2/1996,0,0,39.27896777,20.69612042,29.98754409
4/3/1996,0,0,39.33793778,22.0441863,30.69106204
4/4/1996,0,0,38.74013725,23.35960722,31.04987223
4/5/1996,0,0.1381870367,38.49820454,23.99960678,31.24890566
4/6/1996,0,0,38.10562325,23.52857611,30.81709968
4/7/1996,0,0.09905101786,37.72562218,23.19006447,30.45784332
4/8/1996,0,0,38.3047829,23.3636137,30.8341983
4/9/1996,0,0,39.79542046,24.77193496,32.28367771
4/10/1996,0,0.04993454314,39.26987259,23.45773703,31.36380481
4/11/1996,0,0,38.75890493,23.43960714,31.09925604
4/12/1996,0,0,38.17852296,21.69458087,29.93655192
4/13/1996,0,0,37.4451004,22.47515386,29.96012713
4/14/1996,0,2.781700005,35.78865144,18.50290175,27.1457766
4/15/1996,0,0,32.7860037,21.00302806,26.89451588
4/16/1996,0,10.60404102,35.22148626,19.65413397,27.43781012
4/17/1996,0,0,35.52684302,22.29380425,28.91032363
4/18/1996,0,0,38.1494897,24.56773591,31.3586128
4/19/1996,0,0,38.48652399,24.49399508,31.49025954
4/20/1996,0,0,38.98819505,24.3642611,31.67622807
4/21/1996,0,0,39.26258404,23.7638053,31.51319467
4/22/1996,0,0,38.48064694,23.63283698,31.05674196
4/23/1996,0,0,39.27955279,24.48728983,31.88342131
4/24/1996,0,0,38.75543106,23.80090255,31.27816681
4/25/1996,0,0,39.34665247,23.32161608,31.33413428
4/26/1996,0,0,39.59749358,24.66489847,32.13119603
4/27/1996,0,0,41.07949,25.05922419,33.0693571
4/28/1996,0,0,41.91864904,25.87386811,33.89625857
4/29/1996,0,0,41.94148714,26.49947874,34.22048294
4/30/1996,0,0,42.80342225,26.97044721,34.88693473
5/1/1996,0,0,43.29251697,26.98050964,35.13651331
5/2/1996,0,0,42.2834218,24.85838422,33.57090301
5/3/1996,0,0,41.74096719,25.00780038,33.37438379
5/4/1996,0,0,42.16186885,24.67334799,33.41760842
5/5/1996,0,0,42.02186912,24.56025538,33.29106225
5/6/1996,0,0,42.22103223,25.02160394,33.62131809
5/7/1996,0,0,42.53361204,25.79057304,34.16209254
5/8/1996,0,0,42.20510219,26.40225224,34.30367721
5/9/1996,0,0,42.94722515,25.31412265,34.1306739
5/10/1996,0,0,42.20645167,25.82095578,34.01370372
5/11/1996,0,0,41.3093505,24.62740783,32.96837916
5/12/1996,0,0,41.60657759,24.21237975,32.90947867
5/13/1996,0,0,42.40935245,24.53876658,33.47405951
5/14/1996,0,0,41.59122141,25.59366618,33.5924438
5/15/1996,0,0,40.93761044,26.33289051,33.63525047
5/16/1996,0,0,41.07490006,26.4734751,33.77418758
5/17/1996,0,0,41.7904469,27.13521764,34.46283227
5/18/1996,0,0,42.46302732,27.1994795,34.83125341
5/19/1996,0,0,42.20728931,24.52477104,33.36603018
5/20/1996,0,0,39.57606699,24.44676955,32.01141827
5/21/1996,0,0.04844135889,40.66380335,25.02412364,32.8439635
5/22/1996,0,0,41.68573831,26.70451717,34.19512774
5/23/1996,0,0,42.30270935,27.08760832,34.69515884
5/24/1996,0,0.1961875821,42.13406032,27.01599398,34.57502715
5/25/1996,0,0,41.40611968,27.37773711,34.39192839
5/26/1996,0,0,41.74115709,27.92044606,34.83080158
5/27/1996,0,0,41.68510208,25.22031916,33.45271062
5/28/1996,0,0.07992820458,41.14470604,25.33089207,33.23779905
5/29/1996,0,0,40.83315759,25.97528173,33.40421966
5/30/1996,0,0,41.50935092,27.63347494,34.57141293
5/31/1996,0,0,42.49296372,28.69593035,35.59444704
6/1/1996,0,0.1114920407,43.24199821,28.08857557,35.66528689
6/2/1996,0,0.5788145774,41.52096597,26.03341063,33.7771883
6/3/1996,0,0.05328544694,41.00567563,26.83908567,33.92238065
6/4/1996,0,0,40.67296403,27.29070108,33.98183256
6/5/1996,0,0.3314161804,41.85586435,23.58115915,32.71851175
6/6/1996,0,0,38.95877783,26.05095705,32.50486744
6/7/1996,0,1.287345165,40.69489899,25.31489983,33.00489941
6/8/1996,0,0.05093587444,39.91741627,26.1161205,33.01676838
6/9/1996,0,0.1797095293,40.66302774,23.17154136,31.91728455
6/10/1996,0,4.790734418,36.88638613,24.67412326,30.78025469
6/11/1996,0,3.147424023,36.90167994,22.8074815,29.85458072
6/12/1996,0,0.7016639261,32.83135866,22.65754582,27.74445224
6/13/1996,0,1.103507839,35.66999817,24.48405879,30.07702848
6/14/1996,0,3.07292118,35.74813134,23.81025538,29.77919336
6/15/1996,0,2.084248408,35.35110684,23.97464376,29.6628753
6/16/1996,0,2.262806175,34.38193557,22.4546433,28.41828944
6/17/1996,0,0.2688109715,33.85677901,22.81619636,28.33648768
6/18/1996,0,0.1630569151,34.17329331,23.23458005,28.70393668
6/19/1996,0,0,32.65354894,23.07741802,27.86548348
6/20/1996,0,0,32.70529244,22.07741802,27.39135523
6/21/1996,0,0,35.6358011,23.24328375,29.43954242
6/22/1996,0,0,36.39193389,23.463347,29.92764044
6/23/1996,0,0,35.63348611,24.27154174,29.95251393
6/24/1996,0,0.00001838492132,35.49909686,24.43405955,29.9665782
6/25/1996,0,0,35.20457954,23.82883126,29.5167054
6/26/1996,0,1.272321944,36.39187186,24.40967056,30.40077121
6/27/1996,0,1.958106304,36.97199775,23.53767302,30.25483539
6/28/1996,0,0.05226104674,35.52161684,24.01935132,29.77048408
6/29/1996,0,0.000008577351769,35.54852189,24.16502635,29.85677412
6/30/1996,0,0.6728147376,35.92812783,24.32515424,30.12664103
7/1/1996,0,0,35.78096777,23.83250846,29.80673811
7/2/1996,0,0,36.11838602,24.02534507,30.07186554
7/3/1996,0,3.310220165,36.66645075,23.88477165,30.2756112
7/4/1996,0,6.151599948,33.8705843,23.08038198,28.47548314
7/5/1996,0,8.773692981,34.47367651,23.43844808,28.9560623
7/6/1996,0,4.728430152,31.87413346,21.99909668,26.93661507
7/7/1996,0,5.736168009,33.26123109,22.21186965,27.73655037
7/8/1996,0,9.635437114,30.33284717,21.6130285,25.97293784
7/9/1996,0,6.630193987,30.73187011,22.63948003,26.68567507
7/10/1996,0,19.95655927,33.51729068,23.05044713,28.28386891
7/11/1996,0,10.39108504,35.02638586,23.08928882,29.05783734
7/12/1996,0,0,33.77825799,23.40922458,28.59374128
7/13/1996,0,12.59208944,34.36619577,22.5390976,28.45264669
7/14/1996,0,18.21961361,32.70264504,22.49445224,27.59854864
7/15/1996,2.04,32.87370146,31.8163225,21.81999969,26.8181611
7/16/1996,8.91,8.448677797,30.75548365,22.45928775,26.6073857
7/17/1996,5.25,0.9626660291,31.81806519,22.31844898,27.06825709
7/18/1996,4.02,2.892713011,31.66535563,23.00670508,27.33603036
7/19/1996,1.14,4.568021417,33.13709937,23.12928783,28.1331936
7/20/1996,0.86,1.989986601,31.21619598,22.60361347,26.90990473
7/21/1996,1.42,10.17938994,30.44593978,22.18006424,26.31300201
7/22/1996,1.79,19.59195296,27.44104115,21.41187041,24.42645578
7/23/1996,6.12,1.19919134,27.02678065,21.97218973,24.49948519
7/24/1996,3.71,1.904516491,29.90851133,22.53206132,26.22028633
7/25/1996,3.15,0.8866442842,30.10748091,22.18825784,26.14786937
7/26/1996,2.67,0.0446901923,29.5581289,22.29741734,25.92777312
7/27/1996,1.53,0.5445908639,29.85767272,22.31664235,26.08715753
7/28/1996,1.09,0.5356232082,31.11528112,21.79470756,26.45499434
7/29/1996,0.9,1.267822061,31.87399598,21.34277403,26.60838501
7/30/1996,0.73,1.738343541,32.12134841,21.72374044,26.92254443
7/31/1996,0.65,1.953512189,31.21374022,21.76748076,26.49061049
8/1/1996,0.57,4.381355543,31.54993704,21.36838428,26.45916066
8/2/1996,0.58,1.37676564,29.45413338,21.38374029,25.41893684
8/3/1996,0.58,2.065869581,28.33516563,21.96567489,25.15042026
8/4/1996,0.5,0.3964366157,30.63206171,22.59296411,26.61251291
8/5/1996,0.43,1.501887069,30.96193376,22.3156751,26.63880443
8/6/1996,0,0.09199048006,30.85567428,22.15651463,26.50609446
8/7/1996,0,1.66251912,31.87044683,22.19935163,27.03489923
8/8/1996,0,6.011883044,30.68109369,21.85928737,26.27019053
8/9/1996,0,3.781594505,29.09922494,21.75825753,25.42874124
8/10/1996,0,6.281160736,28.45277274,21.32270964,24.88774119
8/11/1996,0,24.02574584,29.42058528,21.65477194,25.53767861
8/12/1996,12.34,1.125616206,30.5789048,22.32851141,26.45370811
8/13/1996,6.86,2.273150438,31.39451596,22.39386856,26.89419226
8/14/1996,3.11,8.216702362,29.19329377,21.95386803,25.5735809
8/15/1996,2.94,24.47724371,30.31606849,22.40122278,26.35864564
8/16/1996,29.66,16.1241997,30.52781027,22.19019061,26.35900044
8/17/1996,17.64,0.9377742704,29.78625978,22.09819375,25.94222677
8/18/1996,13.26,15.10438288,31.10535616,21.54819278,26.32677447
8/19/1996,60,11.92910259,28.80845818,21.98458005,25.39651912
8/20/1996,58.92,10.8963521,29.82219954,21.56916032,25.69567993
8/21/1996,110,13.68393843,29.3787779,21.77567436,25.57722613
8/22/1996,118,16.22110734,30.71980924,21.75567563,26.23774244
8/23/1996,22.97,1.010651978,29.80833205,22.29844852,26.05339029
8/24/1996,32.72,12.62142257,30.10613144,21.60000038,25.85306591
8/25/1996,18.45,3.255499223,30.52760886,20.86554646,25.69657766
8/26/1996,46.04,32.86617765,29.51206087,21.2803188,25.39618983
8/27/1996,190.34,26.22334421,28.16193435,21.31109476,24.73651455
8/28/1996,77.11,17.95303419,25.40884235,21.24296563,23.32590399
8/29/1996,55.27,12.4263688,28.50071134,21.76754469,25.13412801
8/30/1996,65.29,2.802929422,29.37464338,21.52122189,25.44793263
8/31/1996,43.53,7.350630562,29.71109438,21.28386795,25.49748117
9/1/1996,33.24,0.000005057561999,29.90458013,21.7822533,25.84341672
9/2/1996,19.34,0.000009226633377,29.86877767,22.31225208,26.09051488
9/3/1996,54.22,13.2383058,28.39529297,21.68548396,25.04038847
9/4/1996,19.68,1.366311742,30.85161503,22.09922494,26.47541998
9/5/1996,21.34,2.093185575,28.64438966,21.25270995,24.9485498
9/6/1996,20.5,22.71394374,28.72625841,21.97832096,25.35228968
9/7/1996,522.3,50.91998941,30.19277441,21.19909745,25.69593593
9/8/1996,651.5,23.069189,28.66374098,21.0574815,24.86061124
9/9/1996,116.9,19.72543842,29.24561147,21.71322086,25.47941616
9/10/1996,66.28,1.360310155,30.84935125,22.27857611,26.56396368
9/11/1996,70.11,3.543361032,32.00490036,21.85722673,26.93106355
9/12/1996,399,35.34746673,30.54348613,21.26096748,25.90222681
9/13/1996,66.73,0.1317504631,30.93844808,22.4066425,26.67254529
9/14/1996,45.03,3.323212263,31.75096725,22.93670539,27.34383632
9/15/1996,57.89,17.84458565,31.53844847,21.34006409,26.43925628
9/16/1996,256.5,39.18911634,30.40741795,21.03748104,25.72244949
9/17/1996,96.27,3.321305115,28.46903206,21.36309261,24.91606233
9/18/1996,62.59,0.05398167862,29.90554738,22.00412318,25.95483528
9/19/1996,45.51,0.51553845,31.1048349,22.17134938,26.63809214
9/20/1996,52.45,0,31.28012682,21.23128664,26.25570673
9/21/1996,32,0,31.25199844,20.84012802,26.04606323
9/22/1996,30.16,0.02299486057,32.17115757,21.57664258,26.87390008
9/23/1996,25.74,0.01606489546,32.53019249,21.92844786,27.22932017
9/24/1996,22.68,0.1929901273,32.76044812,21.23916039,26.99980426
9/25/1996,21.07,3.629396816,32.98302743,22.25393138,27.6184794
9/26/1996,21.38,7.428200105,33.49283585,22.98399659,28.23841622
9/27/1996,20.26,1.991815897,32.65754582,21.98935237,27.32344909
9/28/1996,17.04,5.098352078,32.926771,21.87554669,27.40115885
9/29/1996,17.27,4.644428397,33.16509045,22.32399501,27.74454273
9/30/1996,14.29,11.32966777,33.2677987,21.79638615,27.53209242
10/1/1996,162,48.58073108,30.40245538,21.13800269,25.77022904
10/2/1996,476.92,31.92661418,28.87760924,21.29457952,25.08609438
10/3/1996,104,10.1441088,28.36354976,21.46819286,24.91587131
10/4/1996,65.28,0.9104106827,28.79019099,21.42922486,25.10970792
10/5/1996,62.82,6.324444762,28.11632364,21.04857657,24.5824501
10/6/1996,39.23,0,30.60277426,21.27580223,25.93928824
10/7/1996,32.36,0,31.40328359,21.16651486,26.28489923
10/8/1996,28.54,0,31.80825694,20.72548314,26.26687004
10/9/1996,24.33,0,32.02728901,20.23290129,26.13009515
10/10/1996,23.88,0,31.91277373,19.52515483,25.71896428
10/11/1996,21.37,0,31.49367697,18.39302919,24.94335308
10/12/1996,16.4,0,31.64180602,17.88651417,24.7641601
10/13/1996,16.51,0,32.07077497,17.37199754,24.72138625
10/14/1996,15.29,0,31.26722658,16.92573791,24.09648224
10/15/1996,13.62,0,31.39077657,17.62586654,24.50832156
